,ProteinMean,ImpurityMean,CycleTimeMean,ProteinVar,ImpurityVar,CycleTimeVar,Throughput,TotalYield,PassRate,Ino_Utilization,Fer_Utilization,Cen_Utilization,Chr_Utilization,Fil_Utilization,Finished #,Not Qualified #,FerDropped #,DSPDropped #
28,4.921584062,0.889960352,93.61112232,5.304847544,0.211586387,177.1911276,0.052574779,403.5698931,0.532467532,0.142292127,0.438284826,0.050716686,0.20632304,0.053090797,82,61,2,9
29,5.337660054,1.059400267,88.46086148,9.383013505,0.49228223,18.61060897,0.060339228,362.9608837,0.456375839,0.131012987,0.398141387,0.046156253,0.191651359,0.049984281,68,80,0,1
30,4.687965204,0.893989944,95.90503916,4.920550019,0.251123855,294.0091888,0.048881323,346.9094251,0.486842105,0.143376837,0.439287891,0.051073003,0.208488254,0.053314383,74,74,1,3
31,4.440246499,0.829608962,94.12507217,6.905065925,0.311981978,167.013661,0.047173897,368.5404594,0.535483871,0.157467388,0.483424763,0.055927048,0.229286353,0.058845294,83,65,2,5
32,5.361401678,0.994107625,89.03149018,7.077103372,0.320730576,26.49976436,0.060219161,482.526151,0.576923077,0.132665766,0.406203217,0.047496104,0.193933329,0.051320366,90,64,0,2
33,4.669396681,0.857877139,93.03574068,4.473172814,0.216441973,139.0239039,0.050189278,424.9150979,0.594771242,0.141573416,0.435975441,0.051168309,0.211547335,0.055054994,91,60,0,2
34,4.800227475,0.883650179,91.94125271,6.148150189,0.20550494,143.9817334,0.052209725,384.018198,0.522875817,0.134726193,0.413593466,0.047909497,0.195580777,0.050612242,80,68,2,3
35,4.488717114,0.827697058,92.48164958,3.026399918,0.161849353,87.24500111,0.0485363,341.1425007,0.481012658,0.135610655,0.419041212,0.048859876,0.204665884,0.052588507,76,77,3,2
36,4.642891482,0.899008348,91.99703155,4.419824961,0.25154862,121.000485,0.05046784,320.3595123,0.503649635,0.155333954,0.468264579,0.053927006,0.220283744,0.056803561,69,66,0,2
37,5.227763016,0.976381254,91.92626083,5.41413784,0.255195041,95.50203654,0.056869092,486.1819605,0.603896104,0.160685937,0.493911632,0.057008537,0.234370602,0.061513398,93,57,3,1
38,4.518826024,0.873378351,90.47932462,4.691550089,0.232859101,68.17731465,0.049943189,352.4684299,0.506493506,0.139362657,0.428023721,0.050227019,0.207496414,0.053377328,78,73,0,3
39,4.729940245,0.85836877,89.77223634,4.725445198,0.15693522,47.20464116,0.05268823,307.4461159,0.439189189,0.124214944,0.376364833,0.043563623,0.179571699,0.046755063,65,80,2,1
40,4.641514769,0.873039268,89.07916652,4.117223339,0.205268612,33.03676875,0.052105503,422.377844,0.594771242,0.131115865,0.406959664,0.047555754,0.194353993,0.051197623,91,61,1,0
41,4.751677215,0.906084704,93.35352907,5.365823636,0.218689546,136.752852,0.050899813,375.3825,0.544827586,0.142653461,0.429335864,0.049189755,0.199492341,0.051536655,79,60,3,3
42,5.040999223,0.93822572,90.94947701,6.289999961,0.263756567,98.71579763,0.055426368,468.8129278,0.58490566,0.128390543,0.399403303,0.046944394,0.192538346,0.050483113,93,66,0,0
43,4.845452751,0.938064801,94.19861802,4.944948976,0.238428454,170.6546904,0.051438682,421.5543893,0.561290323,0.144653024,0.444787708,0.052007953,0.211577556,0.054742289,87,62,1,5
44,4.362796006,0.824979476,90.0211467,3.803745345,0.190420064,51.38519736,0.048464124,318.4841084,0.521428571,0.145957712,0.436720663,0.050182927,0.205689605,0.053760423,73,65,1,1
45,4.798100759,0.900122173,88.84628902,4.759019782,0.247916661,14.84800638,0.054004515,379.04996,0.519736842,0.118547805,0.365091112,0.042532144,0.175619734,0.045781751,79,71,1,1
46,5.223271006,0.990181049,93.6287336,7.564994628,0.342895418,223.060758,0.055787052,407.4151385,0.48447205,0.126570412,0.393487439,0.045573103,0.186877761,0.048739963,78,76,4,3
47,4.697709533,0.883192825,90.56731641,3.472377707,0.176915419,46.16464086,0.05186981,371.1190531,0.54109589,0.132446643,0.402631308,0.046867554,0.190060834,0.049497574,79,64,1,2
48,4.681870325,0.872836005,89.83745285,8.258386557,0.338852861,43.37518828,0.052114905,393.2771073,0.571428571,0.146411662,0.443996476,0.051438993,0.211860993,0.05471654,84,61,1,1
49,5.096410366,0.93032283,90.06042061,7.03501573,0.282295899,45.0856925,0.056588792,397.5200085,0.506493506,0.130090396,0.399167442,0.046501792,0.192426176,0.049459468,78,70,1,5
50,4.947588705,0.925720041,90.86450691,4.028805966,0.186473348,92.17387778,0.054450179,435.387806,0.582781457,0.13794093,0.423570085,0.04920837,0.201522432,0.053202817,88,60,1,2
51,4.521079675,0.873714548,92.66733327,6.117352937,0.236321561,143.6406637,0.048788279,275.7858601,0.442028986,0.151743572,0.452675467,0.052512273,0.214835347,0.055683198,61,77,0,0
52,5.087681941,0.979733391,92.01919948,6.564016111,0.355203211,137.6563632,0.055289352,432.4529649,0.582191781,0.13623398,0.410939965,0.047576685,0.193135654,0.050913808,85,60,0,1
53,4.75581049,0.893112509,90.47336783,4.485586631,0.178638933,79.14312278,0.052565861,456.5578071,0.574850299,0.111246858,0.348831711,0.041099141,0.166641165,0.04406942,96,67,1,3
54,4.787725002,0.858475282,89.27964608,4.525153286,0.16311447,22.33932104,0.053626165,445.2584252,0.58490566,0.114264898,0.354379807,0.041285924,0.170991943,0.04426021,93,64,2,0
55,4.458859026,0.837562658,91.62135427,4.030906878,0.175381684,123.0103981,0.048666155,298.7435547,0.5,0.139981164,0.41812443,0.047928225,0.19232186,0.049665261,67,63,1,3
56,5.39161835,1.012157703,90.82622217,7.747784209,0.304171488,78.22929664,0.059361914,431.329468,0.533333333,0.142357848,0.437234616,0.050844019,0.20726529,0.054402994,80,69,1,0
57,5.392766966,1.029415312,91.51494089,7.620224676,0.385554187,121.5267681,0.058927722,490.7417939,0.598684211,0.149389849,0.458132198,0.052930193,0.212303579,0.056120517,91,57,3,1
58,5.348995654,0.974602526,94.58296745,5.609096703,0.229353568,142.6209973,0.056553477,385.1276871,0.461538462,0.157699548,0.488380063,0.057283825,0.237164095,0.060664114,72,78,1,5
59,4.938179664,0.90590224,89.67496187,6.912337142,0.274415126,26.03546943,0.055067541,390.1161935,0.54109589,0.136754251,0.41527468,0.048134552,0.198680379,0.051325906,79,65,1,1
60,5.554746031,1.019160719,91.58516527,7.167261153,0.320907124,84.26194607,0.060651155,372.1679841,0.462068966,0.143767907,0.435388243,0.050277216,0.207757091,0.053537404,67,77,0,1
61,4.838489773,0.929913953,91.33374928,4.869244552,0.249477428,107.4886445,0.052975924,377.4022023,0.493670886,0.142967074,0.444279256,0.051454816,0.211506844,0.054987336,78,73,4,3
62,4.601894792,0.86475008,94.35069206,4.401060796,0.170088984,259.8927563,0.048774362,331.3364251,0.470588235,0.138926303,0.423577552,0.049583232,0.203810044,0.052719936,72,77,0,4
63,4.623070912,0.862239004,91.95315536,4.144155763,0.185974437,84.0838696,0.050276371,383.7148857,0.535483871,0.148402348,0.457104472,0.052740192,0.218107369,0.05644626,83,68,4,0
64,5.047520732,0.951311591,89.4084808,8.469504677,0.279150502,41.17361465,0.056454608,388.6590964,0.48427673,0.148378077,0.457186649,0.053111618,0.217922469,0.056802327,77,76,2,4
65,4.783430771,0.894620569,89.64200783,5.984244487,0.31601908,39.43471015,0.053361486,425.7253386,0.581699346,0.117771046,0.361809881,0.042625752,0.173636493,0.044916493,89,60,0,4
66,4.776206294,0.878901184,90.10184318,5.694539866,0.258678736,53.20826841,0.053008974,339.1106468,0.489655172,0.137397045,0.415154387,0.047575935,0.194750108,0.050338213,71,69,3,2
67,5.080291512,0.96211889,90.34864143,5.634542599,0.243282141,87.31879038,0.056229861,482.6276937,0.597484277,0.134950992,0.41990515,0.048951601,0.202337398,0.052995956,95,61,3,0
68,4.735498946,0.883579788,90.48645693,4.012934647,0.197230446,47.41069363,0.052333787,397.7819115,0.56,0.130998009,0.398955263,0.046443311,0.19091023,0.050159567,84,64,2,0
69,4.849572795,0.937978494,89.55408854,4.775383259,0.271788938,46.44856339,0.054152444,344.3196685,0.464052288,0.127529708,0.388054414,0.04479036,0.183376626,0.047541492,71,77,2,3
70,4.988128138,0.948479973,91.11274082,5.427451234,0.291017927,49.13213651,0.054746769,423.9908918,0.578231293,0.145069227,0.441191352,0.051143796,0.208721536,0.054679773,85,61,1,0
71,4.649775478,0.874892215,93.72249527,4.592550581,0.185786504,182.6633899,0.04961216,409.1802421,0.594594595,0.146559891,0.445113841,0.051744635,0.211840303,0.054629049,88,56,0,4
72,4.823246271,0.895017847,93.60169809,5.811466456,0.247355489,238.7406723,0.051529474,438.9154107,0.583333333,0.125057308,0.386219252,0.045080816,0.186284931,0.048590942,91,62,1,2
73,5.474710813,1.048709128,94.37464241,7.540496265,0.337194094,153.6141259,0.058010401,416.0780218,0.535211268,0.145590727,0.440743147,0.050480128,0.203195637,0.052749137,76,60,2,4
74,5.108578175,0.907786522,90.71940346,7.189455612,0.224696824,69.29410275,0.056311858,367.8176286,0.467532468,0.127076437,0.388989172,0.044829905,0.187627291,0.048157125,72,77,3,2
75,4.796620038,0.918703908,95.39411773,5.047692233,0.215884293,204.1622675,0.050282136,412.5093233,0.558441558,0.134235702,0.414251734,0.048588761,0.198205424,0.051384054,86,64,1,3
76,5.130771015,0.97021192,94.84310067,8.528991231,0.415906761,223.9862089,0.054097462,389.9385972,0.524137931,0.151688929,0.460241884,0.053221256,0.216871268,0.056910635,76,67,1,1
77,4.826136623,0.930019154,90.37146161,4.340861912,0.221748267,56.91093668,0.053403326,347.4818369,0.458598726,0.133490215,0.412011285,0.047968563,0.195797755,0.050138667,72,75,1,9
78,4.810873218,0.906348134,93.03963237,5.732579009,0.250408121,351.3882861,0.051707784,423.3568432,0.571428571,0.127827519,0.390248341,0.045622041,0.185452281,0.048508154,88,63,0,3
79,5.156141051,0.937340315,92.73161155,7.498910584,0.318300572,94.27509656,0.055602841,438.2719893,0.578231293,0.142864913,0.433497576,0.050075087,0.203125424,0.05263786,85,57,1,4
80,5.001938047,0.898342825,96.59651127,4.918410925,0.229789647,325.7046864,0.051781767,375.1453535,0.531914894,0.1554916,0.466800864,0.053841494,0.217768397,0.055954708,75,60,1,5
81,5.272907091,1.024273483,93.2807903,11.90942183,0.618657932,141.0225338,0.056527256,411.2867531,0.523489933,0.160303629,0.486289479,0.056234387,0.232606412,0.06011801,78,68,1,2
82,4.861126808,0.915452574,92.84020841,5.306581476,0.270458433,204.792258,0.052360145,403.4735251,0.560810811,0.132547202,0.403724365,0.046991702,0.19370301,0.050475502,83,65,0,0
83,4.98179975,0.939354423,93.23569141,6.150306875,0.265320067,230.4780514,0.053432325,378.616781,0.513513514,0.117023413,0.356672264,0.041170467,0.170721586,0.043913434,76,71,1,0
84,4.845492602,0.896921212,93.84711376,3.263683874,0.171051694,176.1492491,0.05163177,397.3303934,0.518987342,0.12888507,0.400546802,0.047356809,0.192905589,0.049880776,82,74,0,2
85,5.484505804,1.010396316,93.8723476,5.536330086,0.258870469,112.937199,0.058425148,422.3069469,0.503267974,0.143107861,0.437023964,0.050465152,0.208000336,0.053795099,77,69,3,4
86,4.594116516,0.865985823,92.26016162,6.141507971,0.257419173,149.7731658,0.049795236,381.3116708,0.525316456,0.127374735,0.394143046,0.046060725,0.189319543,0.049598595,83,72,1,2
87,5.230989001,1.024435779,90.48833248,6.525546978,0.309817698,48.05015724,0.057808436,449.865054,0.565789474,0.137409898,0.42024587,0.049043709,0.201432811,0.052869351,86,64,1,1
88,4.591634083,0.858312648,101.2413091,4.537543221,0.248757019,469.51608,0.045353365,367.3307266,0.559440559,0.13839304,0.416658083,0.048278121,0.19823197,0.051008739,80,61,0,2
89,4.73820548,0.914879516,97.77966364,6.483524246,0.249810074,477.1126534,0.048457985,445.3913152,0.56626506,0.132856073,0.415686758,0.04908082,0.199467927,0.053718713,94,70,0,2
90,4.958997133,0.91264588,94.77058312,5.605395888,0.244234308,201.1679638,0.052326333,366.9657878,0.517482517,0.153274036,0.459861056,0.051958976,0.212501575,0.05552926,74,65,3,1
91,4.788463665,0.886400413,91.32635345,4.820855164,0.267965209,91.14602499,0.052432441,363.9232386,0.54676259,0.131854458,0.392226494,0.044904881,0.182759553,0.047908073,76,61,1,1
92,4.668070525,0.903206308,91.6656977,6.525571525,0.319288954,113.6169025,0.050924944,368.7775714,0.54109589,0.139424165,0.424011661,0.049160342,0.201333009,0.052623653,79,65,0,2
93,5.214742742,0.980516542,90.76107692,5.698227628,0.23806057,124.7433154,0.057455717,365.031992,0.514705882,0.137426072,0.410417947,0.047220651,0.189481828,0.049148517,70,61,1,4
94,5.098938579,0.946959824,93.42377133,5.653962676,0.255149313,164.2280244,0.054578599,387.519332,0.503311258,0.152059638,0.462110071,0.053348221,0.21587419,0.056503223,76,71,2,2
95,4.593186866,0.86943009,91.14806909,4.151240163,0.204399262,43.54385839,0.050392586,399.6072574,0.530487805,0.124752363,0.391443245,0.0462839,0.194268113,0.050815122,87,77,0,0
96,4.492232677,0.871447665,93.6623019,4.876090448,0.233948436,195.6654551,0.047962014,386.3320102,0.521212121,0.128244579,0.402917316,0.04735214,0.197122206,0.051063059,86,73,3,3
97,4.940109791,0.913453659,92.13574922,6.651047938,0.261358404,125.512891,0.053617731,355.687905,0.464516129,0.135988845,0.416630149,0.048484157,0.196448407,0.051014036,72,75,1,7
98,4.623540198,0.878958649,89.95267199,4.445952505,0.206351296,62.73163928,0.051399698,402.2479972,0.6,0.133229655,0.405010425,0.047083564,0.191774592,0.050026287,87,57,0,1
99,4.721264708,0.89087806,97.24792376,5.356580456,0.251860975,465.083025,0.048548746,358.8161178,0.535211268,0.158641507,0.479394742,0.055008143,0.224916564,0.057503809,76,63,3,0
